,Country,after,treated,Wealth_ranking,Year,Life_Ladder,Log_GDP_per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
6,Albania,1,0,2,2009,5.485469818,9.241250038,0.833046615,67.31999969,0.525223255,-0.157362878,0.863665402,0.564474463,0.279256523,,Rest of Europe,12.9,14.5,81.5235,5.79,98,98,26,98,98,0.03,3432,2.93,1.5,1.6,9.3,0,1,76.2
7,Albania,1,0,2,2010,5.268936634,9.282613754,0.73315227,67.59999847,0.568958402,-0.171783119,0.726261675,0.576076567,0.300060242,,Rest of Europe,11.8,13.3,80.9365,4.88,99,98,26.1,99,99,0.03,3577,2.91,1.4,1.5,9.3,0,1,76.6
8,Albania,0,0,2,2011,5.867421627,9.31043911,0.759433806,67.87999725,0.487496257,-0.204296395,0.877002597,0.565758884,0.256576508,,Rest of Europe,10.8,12.1,80.349,5.03,99,99,26.2,99,99,0.03,3678,2.91,1.4,1.5,9.3,0,1,76.9
36,Armenia,0,0,2,2008,4.651972294,9.256032944,0.709485531,64.31999969,0.462156564,-0.216436863,0.876099229,0.486230165,0.384891808,0.464447111,Rest of Europe,18.1,20.3,142.5365,3.96,89,94,25.9,91,89,0.08,3335,2.91,2,2.1,11,0,1,72.9
16,Armenia,0,0,2,2009,4.177581787,9.110783577,0.680006921,64.55999756,0.441412747,-0.215092748,0.881887496,0.479002982,0.411279917,0.37395224,Rest of Europe,17.2,19.2,139.3615,3.97,93,96,26,94,93,0.08,2884,2.89,2,2.1,11.1,0,1,73.1
17,Armenia,0,0,2,2010,4.367811203,9.136284828,0.660342336,64.80000305,0.459256709,-0.177155286,0.890629232,0.4367477,0.42649585,0.355544627,Rest of Europe,16.3,18.3,136.1865,4.23,94,97,26,96,94,0.08,2959,2.88,2,2.1,11.1,0,1,73.3
18,Armenia,0,0,2,2011,4.260491371,9.182483673,0.705108464,65.04000092,0.464524716,-0.226533249,0.874601007,0.410856694,0.45907408,0.335884422,Rest of Europe,15.5,17.3,133.0115,4.07,95,98,26.1,96,95,0.08,3099,2.88,2,2.1,11.2,0,1,73.6
63,Azerbaijan,0,0,2,2008,4.817189217,9.447179794,0.684267223,61.13999939,0.601043284,-0.029483547,0.715124726,0.560817659,0.22679542,0.792291224,Asia,36.8,42.7,139.7585,1.12,68,79,26.2,85,81,0.12,4693,8.76,2.8,2.9,10.2,0,1,70.2
21,Azerbaijan,0,0,2,2009,4.573725224,9.515311241,0.735970318,61.41999817,0.498138398,-0.086927414,0.753849745,0.522001684,0.233942479,0.77425164,Asia,34.7,39.9,137.841,1.92,74,83,26.3,84,81,0.1,5024,8.95,2.8,2.9,10.7,0,1,70.6
22,Azerbaijan,1,0,2,2010,4.218610764,9.552669525,0.68700099,61.70000076,0.501071095,-0.123460375,0.858346641,0.516271651,0.271873325,0.697391331,Asia,32.5,37.3,135.9235,0.99,80,89,26.4,85,81,0.09,5215,9.05,2.8,2.9,10.7,0,1,70.9
23,Azerbaijan,0,0,2,2011,4.680469513,9.540638924,0.725193918,61.97999954,0.537484288,-0.105962902,0.795119047,0.521693528,0.258117318,0.741815805,Asia,30.5,34.9,134.006,0.6,84,92,26.5,91,87,0.08,5153,9.17,2.8,2.9,10.7,0,1,71.2
90,Belarus,0,0,2,2008,5.463332176,9.676768303,0.903700352,61.18000031,0.639923871,-0.22155188,0.69649595,,0.245659292,0.533608973,Rest of Europe,5.1,6.6,222.907,14.58,98,99,26.2,98,97,0.2,5181,9.53,2.1,2.3,11.3,0,1,70.5
36,Belarus,0,0,2,2009,5.56413126,9.681225777,0.907777846,61.74000168,0.679292619,-0.204532266,0.67554307,0.544300735,0.223291501,0.548332989,Rest of Europe,4.6,6.1,221.6415,13.98,98,99,26.3,98,96,0.21,5204,9.5,2.1,2.2,11.9,0,1,70.4
37,Belarus,0,0,2,2010,5.525923252,9.758502007,0.918000162,62.29999924,0.700064421,-0.164210439,0.70612061,0.531847715,0.208272159,0.589527249,Rest of Europe,4.3,5.6,223.1685,14.43,96,99,26.3,99,98,0.22,5622,9.48,2,2.2,12,0,1,70.4
38,Belarus,0,0,2,2011,5.225307941,9.813235283,0.909887791,62.86000061,0.656010866,-0.169665605,0.671938658,0.493381172,0.249455392,,Rest of Europe,3.9,5.2,225.4045,14.5,98,99,26.4,98,98,0.23,5938,9.46,2,2.1,12,0,1,70.6
46,Bosnia and Herzegovina,0,0,2,2009,4.963477135,9.283216476,0.735232174,67,0.257533818,-0.025712101,0.958739877,0.506855667,0.390204102,,Rest of Europe,6.6,7.5,104.296,4.69,90,88,25.3,90,90,0.08,4028,3.74,2.7,2.7,7.7,0,1,75.8
47,Bosnia and Herzegovina,0,0,2,2010,4.66851759,9.300024033,0.772753716,67,0.364966899,-0.128100336,0.933030069,0.46450606,0.409213185,,Rest of Europe,6.3,7.2,102.9815,4.57,89,91,25.4,90,89,0.08,4096,3.71,2.6,2.6,7.1,0,1,76
48,Bosnia and Herzegovina,0,0,2,2011,4.994670868,9.321601868,0.725242853,67,0.333312094,-0.034920838,0.924784362,0.551055074,0.325734705,,Rest of Europe,6,6.9,101.667,4.71,88,88,25.4,89,88,0.08,4185,3.66,2.6,2.5,7.2,0,1,76.2
220,Chile,0,1,2,2008,5.789438725,9.944648743,0.803758562,68.13999939,0.640201688,0.079678036,0.740667343,0.706395447,0.329703212,0.405252457,South America,7.6,8.9,97.824,7.31,95,89,27.3,95,95,0.17,11447,16.71,0.9,0.9,9.9,0,1,78.3
76,Chile,0,1,2,2009,6.493686199,9.918290138,0.831581831,68.31999969,0.746614039,0.145071879,0.734211445,0.755948484,0.299891174,0.575284302,South America,7.5,8.8,96.76,7.67,94,89,27.3,94,94,0.17,11200,16.89,0.8,0.9,9.9,0,1,78.6
77,Chile,0,1,2,2010,6.63565588,9.964698792,0.85695523,68.5,0.786367476,0.103650928,0.701824725,0.759538412,0.300116688,0.478705615,South America,7.4,8.7,95.6955,7.55,92,84,27.4,92,92,0.18,11733,17.06,0.8,0.9,9.8,0,1,78.8
78,Chile,0,1,2,2011,6.526334763,10.01403809,0.819078863,68.68000031,0.700734138,0.107430115,0.752755523,0.757600784,0.316876173,0.322867334,South America,7.3,8.5,94.631,7.02,94,77,27.5,93,94,0.18,12339,17.23,0.8,0.8,9.8,0,1,79
230,China,0,0,2,2008,4.84629488,8.910973549,0.74828732,66.18000031,0.853072047,-0.093270309,,0.705133259,0.146963045,,Asia,14.8,18.5,97.3465,4.27,95,95,23,99,97,0.1,4712,1324.66,4.5,4,7,0,1,73.8
81,China,0,0,2,2009,4.454360962,8.995828629,0.79803437,66.44000244,0.771143258,-0.161358118,,0.669665992,0.16165024,,Asia,13.6,17,95.1415,4.88,99,98,23.1,99,99,0.1,5129,1331.26,4.4,3.8,7.1,0,1,74.1
82,China,1,0,2,2010,4.652736664,9.092073441,0.767752588,66.69999695,0.804793596,-0.134284899,,0.658100963,0.158099651,,Asia,12.5,15.8,92.937,5.75,99,99,23.2,99,99,0.1,5647,1337.71,4.2,3.6,7.3,0,1,74.4
83,China,0,0,2,2011,5.037207603,9.177826881,0.787171185,66.95999908,0.824162364,-0.187382281,,0.710054815,0.133503452,,Asia,11.5,14.6,90.7325,5.36,99,99,23.3,99,99,0.1,6153,1345.04,4.1,3.5,7.4,0,1,74.7
96,Croatia,0,0,2,2009,5.433319569,10.11674881,0.860663235,67.18000031,0.549258351,-0.273520142,0.958130538,0.557369649,0.272170246,,European Union,4.9,5.7,103.109,11.11,97,98,26.6,96,96,0.02,11871,4.31,1.7,1.6,10.6,1,0,76.2
97,Croatia,0,0,2,2010,5.595575333,10.10643101,0.796391606,67.30000305,0.564372659,-0.240100384,0.972738981,0.553552032,0.258886874,,European Union,4.7,5.5,101.45,10.71,97,98,26.7,97,97,0.02,11749,4.3,1.6,1.6,10.8,1,0,76.5
98,Croatia,0,0,2,2011,5.385372639,10.10903072,0.789738715,67.41999817,0.516932428,-0.200818419,0.976777494,0.55185771,0.272979707,,European Union,4.5,5.3,99.7905,11.01,97,98,26.8,96,96,0.02,11780,4.28,1.6,1.5,11,1,0,76.8
